transaction_id,customer_id,product_id,amount,quantity,transaction_date,channel
T05404,C0371,P052,1805.58,2,2023-07-30,Offline
T03901,C0500,P069,379.44,9,2023-07-30,Offline
T06420,C0286,P074,431.16,8,2023-07-31,Online
T00744,C0183,P066,385.61,8,2023-07-31,Mobile
T02600,C0442,P096,1172.04,8,2023-07-31,Offline
T05288,C0270,P011,964.07,7,2023-07-31,Online
T07750,C0272,P084,2393.03,9,2023-07-31,Online
T00029,C0040,P021,449.16,10,2023-07-31,Offline
T03731,C0453,P074,988.32,2,2023-07-31,Offline
T01075,C0439,P057,622.74,10,2023-07-31,Offline
T02584,C0039,P063,1598.31,8,2023-07-31,Online
T07446,C0135,P039,978.29,10,2023-08-01,Online
T07459,C0385,P080,571.5,10,2023-08-01,Mobile
T06711,C0237,P054,631.22,2,2023-08-01,Online
T02406,C0362,P055,1777.1,8,2023-08-01,Mobile
T04674,C0039,P013,2162.74,3,2023-08-01,Offline
T04571,C0046,P053,294.43,1,2023-08-01,Online
T00811,C0159,P030,630.01,5,2023-08-01,Mobile
T03033,C0423,P080,479.17,4,2023-08-01,Offline
T02982,C0078,P079,2661.31,9,2023-08-02,Online
T05703,C0288,P072,224.9,3,2023-08-02,Offline
T06947,C0398,P003,252.31,6,2023-08-02,Online
T07242,C0125,P042,863.97,3,2023-08-02,Offline
T01144,C0422,P079,341.57,1,2023-08-02,Offline
T01502,C0196,P003,1448.51,10,2023-08-02,Offline
T02304,C0205,P026,758.94,1,2023-08-02,Mobile
T03890,C0168,P051,692.63,3,2023-08-03,Mobile
T00923,C0406,P044,276.5,3,2023-08-03,Offline
T05498,C0132,P010,1385.74,1,2023-08-03,Mobile
T06295,C0430,P042,1429.72,2,2023-08-03,Online
T04605,C0393,P029,946.87,6,2023-08-03,Online
T03348,C0149,P037,1245.62,4,2023-08-03,Offline
T06321,C0202,P015,721.43,10,2023-08-03,Online
T03120,C0246,P040,3099.78,10,2023-08-04,Online
T00347,C0442,P093,392.15,2,2023-08-04,Offline
T02007,C0480,P044,512.14,9,2023-08-04,Online
T07058,C0109,P056,219.87,3,2023-08-04,Online
T02631,C0240,P070,473.58,7,2023-08-04,Online
T03326,C0406,P055,1413.87,8,2023-08-04,Offline
T04398,C0326,P040,2057.47,6,2023-08-04,Online
T07032,C0442,P075,1143.1,3,2023-08-05,Online
T06708,C0464,P076,564.78,5,2023-08-05,Mobile
T06644,C0073,P022,975.1,10,2023-08-05,Mobile
T02856,C0210,P080,1613.95,4,2023-08-06,Offline
T00204,C0347,P061,1567.57,8,2023-08-06,Online
T02385,C0307,P090,890.56,5,2023-08-06,Mobile
T07160,C0131,P083,254.67,1,2023-08-06,Online
T05130,C0352,P018,750.35,2,2023-08-06,Mobile
T05001,C0407,P049,1120.12,6,2023-08-06,Online
T05971,C0373,P073,251.76,8,2023-08-06,Offline
T02596,C0255,P058,1235.95,4,2023-08-06,Online
T01130,C0198,P017,637.93,1,2023-08-06,Offline
T03643,C0465,P016,660.36,3,2023-08-06,Mobile
T07971,C0113,P029,662.85,3,2023-08-07,Offline
T06209,C0498,P015,502.74,10,2023-08-07,Online
T04344,C0376,P012,1459.3,8,2023-08-07,Online
T01532,C0238,P050,379.8,10,2023-08-07,Offline
T00987,C0346,P036,1307.4,8,2023-08-07,Offline
T05210,C0162,P044,457.03,3,2023-08-07,Online
T01032,C0012,P097,582.24,2,2023-08-07,Online
T06688,C0446,P057,812.32,8,2023-08-07,Online
T04942,C0355,P070,423.23,4,2023-08-07,Online
T02034,C0494,P008,885.9,10,2023-08-07,Offline
T05390,C0176,P009,119.57,1,2023-08-08,Online
T03150,C0282,P070,983.67,2,2023-08-08,Offline
T03840,C0387,P086,1007.05,4,2023-08-08,Online
T06619,C0385,P073,754.52,8,2023-08-08,Mobile
T04933,C0376,P039,2036.89,1,2023-08-08,Offline
T06904,C0377,P074,356.03,7,2023-08-08,Offline
T04096,C0301,P038,896.35,2,2023-08-08,Offline
T05566,C0494,P003,181.83,6,2023-08-08,Offline
T03907,C0338,P069,186.34,3,2023-08-08,Mobile
T05491,C0407,P063,742.78,3,2023-08-09,Mobile
T01683,C0195,P062,1430.44,3,2023-08-09,Mobile
T04830,C0113,P025,338.98,10,2023-08-09,Online
T01601,C0007,P045,892.27,4,2023-08-09,Online
T03151,C0183,P058,764.08,1,2023-08-09,Offline
T07564,C0241,P043,987.13,6,2023-08-09,Online
T07132,C0418,P042,933.9,1,2023-08-10,Mobile
T02211,C0257,P006,1536.53,3,2023-08-10,Offline
T05871,C0147,P013,1056.02,8,2023-08-10,Offline
T04002,C0315,P068,834.57,1,2023-08-10,Offline
T04112,C0295,P070,1078.39,3,2023-08-10,Mobile
T05893,C0407,P057,722.49,5,2023-08-11,Online
T06856,C0318,P087,972.18,2,2023-08-11,Online
T02269,C0491,P028,654.05,8,2023-08-11,Offline
T01252,C0027,P095,292.63,9,2023-08-12,Offline
T06508,C0256,P058,840.26,8,2023-08-12,Mobile
T07232,C0500,P001,49.22,8,2023-08-12,Offline
T04197,C0002,P087,1540.67,7,2023-08-12,Offline
T05376,C0346,P050,1143.5,7,2023-08-12,Online
T02788,C0284,P085,1758.37,8,2023-08-12,Offline
T02092,C0095,P061,856.97,8,2023-08-12,Offline
T03555,C0421,P015,1321.1,7,2023-08-12,Online
T04917,C0191,P087,1334.24,2,2023-08-12,Offline
T04460,C0060,P064,539.23,10,2023-08-12,Offline
T03776,C0272,P085,883.49,1,2023-08-12,Online
T07751,C0280,P030,462.39,3,2023-08-13,Mobile
T01747,C0437,P047,286.82,1,2023-08-13,Offline
T07126,C0213,P086,200.87,9,2023-08-13,Offline
T00085,C0258,P073,2180.25,2,2023-08-13,Mobile
T02946,C0381,P088,376.51,9,2023-08-13,Online
T01222,C0146,P084,294.76,6,2023-08-13,Offline
T06973,C0103,P004,933.1,2,2023-08-14,Online
T03895,C0372,P099,187.62,3,2023-08-14,Offline
T00254,C0408,P014,694.57,10,2023-08-14,Online
T04892,C0304,P086,3380.38,5,2023-08-14,Offline
T03153,C0135,P071,941.37,10,2023-08-15,Mobile
T03412,C0498,P016,453.79,3,2023-08-15,Mobile
T05666,C0185,P080,1206.3,6,2023-08-15,Mobile
T07488,C0081,P050,1751.93,2,2023-08-15,Mobile
T02428,C0132,P049,650.58,10,2023-08-15,Online
T07497,C0440,P036,989.74,8,2023-08-15,Offline
T07650,C0215,P019,327.8,6,2023-08-15,Offline
T01164,C0008,P037,617.47,1,2023-08-15,Offline
T03377,C0001,P003,887.45,5,2023-08-16,Online
T02808,C0490,P005,823.85,10,2023-08-16,Offline
T01215,C0355,P090,1552.96,4,2023-08-16,Offline
T06691,C0340,P007,326.34,10,2023-08-16,Mobile
T05476,C0268,P019,726.62,4,2023-08-16,Online
T04338,C0100,P075,786.1,10,2023-08-16,Mobile
T04909,C0483,P027,1691.01,5,2023-08-16,Offline
T02863,C0285,P001,1190.71,7,2023-08-17,Online
T00734,C0262,P093,1405.82,2,2023-08-17,Offline
T01368,C0255,P035,2422.72,8,2023-08-17,Online
T02063,C0218,P072,647.65,2,2023-08-17,Online
T02213,C0081,P022,96.3,5,2023-08-17,Online
T03554,C0266,P016,1610.33,10,2023-08-17,Offline
T02836,C0095,P049,921.15,7,2023-08-17,Online
T02196,C0395,P045,2141.27,2,2023-08-17,Mobile
T01672,C0490,P028,1170.55,9,2023-08-17,Mobile
T05612,C0451,P063,1312.62,1,2023-08-18,Online
T02518,C0094,P028,1057.3,7,2023-08-18,Offline
T04561,C0492,P034,576.17,6,2023-08-18,Online
T02768,C0161,P060,459.52,8,2023-08-18,Online
T00054,C0399,P010,1164.47,2,2023-08-18,Online
T06657,C0089,P057,883.02,9,2023-08-19,Online
T06016,C0429,P087,118.69,4,2023-08-19,Online
T03115,C0309,P048,209.43,5,2023-08-19,Mobile
T07323,C0051,P067,750.95,4,2023-08-19,Mobile
T02495,C0188,P089,1365.92,10,2023-08-20,Mobile
T03427,C0331,P055,139.07,4,2023-08-20,Online
T02145,C0170,P090,904.45,4,2023-08-20,Online
T00027,C0429,P065,812.35,10,2023-08-20,Offline
T05312,C0305,P026,1150.88,9,2023-08-20,Offline
T04078,C0195,P088,136.33,8,2023-08-20,Online
T05926,C0372,P087,162.64,2,2023-08-21,Online
T03228,C0173,P050,1649.59,6,2023-08-21,Mobile
T01866,C0079,P058,1319.9,1,2023-08-21,Online
T03905,C0301,P002,744.9,1,2023-08-21,Online
T01403,C0494,P002,1986.92,4,2023-08-21,Offline
T00433,C0151,P060,456.66,10,2023-08-21,Offline
T01473,C0266,P084,284.25,6,2023-08-21,Online
T07137,C0388,P069,1018.55,7,2023-08-21,Offline
T05010,C0059,P016,246.21,7,2023-08-22,Online
T07067,C0484,P016,621.91,9,2023-08-22,Mobile
T06246,C0254,P067,432.48,1,2023-08-22,Online
T04120,C0119,P028,432.42,3,2023-08-22,Offline
T03440,C0310,P056,181.9,5,2023-08-22,Online
T06221,C0326,P040,1232.59,8,2023-08-23,Mobile
T01404,C0122,P065,1025.62,2,2023-08-23,Offline
T06464,C0036,P079,1999.43,7,2023-08-23,Offline
T03232,C0292,P052,401.25,3,2023-08-23,Offline
T06284,C0406,P030,468.58,6,2023-08-23,Mobile
T07300,C0087,P083,2588.64,9,2023-08-24,Offline
T06874,C0359,P027,1192.69,3,2023-08-24,Mobile
T00062,C0351,P070,654.01,8,2023-08-24,Offline
T01124,C0280,P005,875.53,2,2023-08-24,Offline
T03439,C0351,P065,641.16,1,2023-08-24,Online
T06389,C0263,P072,1186.35,10,2023-08-24,Offline
T02722,C0373,P026,259.28,2,2023-08-25,Mobile
T03438,C0485,P084,1877.1,8,2023-08-25,Mobile
T00612,C0434,P032,784.05,3,2023-08-25,Online
T01053,C0303,P021,1555.67,5,2023-08-26,Mobile
T07105,C0139,P015,1213.67,6,2023-08-26,Offline
T04981,C0064,P052,342.04,7,2023-08-26,Mobile
T04565,C0488,P028,844.76,5,2023-08-26,Online
T02821,C0327,P011,57.43,2,2023-08-26,Mobile
T05406,C0481,P022,1151.73,8,2023-08-26,Mobile
T03695,C0400,P089,1080.01,1,2023-08-26,Online
T02497,C0070,P031,202.72,9,2023-08-27,Offline
T02511,C0382,P060,1105.14,5,2023-08-27,Online
T02950,C0004,P042,1085.82,5,2023-08-27,Offline
T03782,C0351,P086,1366.22,6,2023-08-27,Offline
T07424,C0277,P012,1042.72,6,2023-08-27,Mobile
T01495,C0262,P055,354.96,2,2023-08-27,Mobile
T03301,C0122,P027,821.03,1,2023-08-27,Offline
T02867,C0209,P005,615.96,1,2023-08-27,Online
T06426,C0096,P077,405.71,7,2023-08-28,Offline
T07772,C0420,P039,574.71,5,2023-08-28,Offline
T00975,C0016,P066,158.32,7,2023-08-28,Mobile
T01959,C0334,P058,1050.0,8,2023-08-28,Mobile
T01223,C0345,P073,886.31,4,2023-08-28,Online
T06245,C0088,P022,1207.1,7,2023-08-29,Online
T04193,C0287,P039,1280.89,2,2023-08-29,Offline
T07089,C0300,P033,1321.67,4,2023-08-30,Online
T03068,C0148,P100,195.85,2,2023-08-30,Offline
T06532,C0283,P095,2015.02,5,2023-08-31,Offline
T04138,C0332,P071,347.61,3,2023-08-31,Offline
T06059,C0189,P068,1766.56,4,2023-08-31,Online
T05508,C0215,P097,605.07,7,2023-08-31,Mobile
T03508,C0155,P082,2122.15,9,2023-08-31,Offline
T02075,C0209,P059,749.17,9,2023-08-31,Online
T00176,C0196,P016,1102.1,2,2023-09-01,Mobile
T05301,C0051,P083,1609.55,5,2023-09-01,Offline
T05597,C0003,P096,595.87,10,2023-09-01,Online
T00495,C0235,P006,788.57,5,2023-09-01,Mobile
T04230,C0260,P035,358.92,6,2023-09-01,Offline
T00599,C0036,P002,1201.07,2,2023-09-01,Mobile
T00640,C0266,P007,1173.06,2,2023-09-01,Mobile
T04701,C0040,P045,322.32,1,2023-09-01,Online
T07631,C0007,P062,1597.57,2,2023-09-02,Offline
T04326,C0469,P043,263.12,3,2023-09-02,Mobile
T00616,C0438,P095,388.1,8,2023-09-02,Online
T03972,C0257,P085,425.86,7,2023-09-02,Offline
T00170,C0175,P010,1978.48,1,2023-09-02,Offline
T07682,C0239,P006,1117.87,9,2023-09-02,Offline
T00934,C0485,P040,214.73,4,2023-09-02,Offline
T07125,C0185,P085,847.29,7,2023-09-03,Mobile
T06545,C0309,P096,692.0,6,2023-09-03,Online
T06748,C0392,P030,2380.49,4,2023-09-03,Online
T04912,C0299,P006,44.08,1,2023-09-03,Online
T00924,C0315,P018,1280.55,5,2023-09-03,Online
T03532,C0207,P091,642.15,5,2023-09-04,Mobile
T01243,C0085,P026,4075.13,7,2023-09-04,Online
T03863,C0135,P003,614.39,5,2023-09-04,Online
T05377,C0015,P057,197.63,9,2023-09-04,Mobile
T01876,C0264,P018,847.36,6,2023-09-04,Online
T07942,C0231,P043,395.78,9,2023-09-04,Offline
T06051,C0360,P084,701.42,7,2023-09-04,Offline
T02724,C0475,P067,467.21,3,2023-09-05,Offline
T01816,C0219,P069,287.86,9,2023-09-05,Mobile
T04509,C0156,P002,227.89,7,2023-09-05,Online
T05205,C0295,P028,577.79,10,2023-09-05,Offline
T04128,C0385,P049,93.99,6,2023-09-05,Online
T04690,C0088,P022,2129.66,1,2023-09-05,Mobile
T05991,C0272,P086,1056.77,5,2023-09-05,Online
T04091,C0441,P046,285.45,2,2023-09-06,Online
T06029,C0426,P085,480.93,9,2023-09-06,Online
T04841,C0152,P005,331.19,1,2023-09-06,Online
T04055,C0305,P082,1278.97,10,2023-09-06,Online
T04385,C0219,P063,1436.46,1,2023-09-06,Offline
T00494,C0267,P011,1561.47,1,2023-09-07,Mobile
T03215,C0187,P090,507.96,2,2023-09-07,Offline
T01788,C0015,P067,4173.28,8,2023-09-07,Online
T04507,C0172,P095,125.86,1,2023-09-07,Offline
T07572,C0251,P024,2159.69,5,2023-09-08,Online
T05656,C0051,P038,2120.75,9,2023-09-08,Offline
T07747,C0168,P013,619.54,3,2023-09-08,Online
T00972,C0268,P059,1094.02,2,2023-09-09,Offline
T02454,C0495,P028,352.6,3,2023-09-09,Offline
T05585,C0438,P099,739.86,2,2023-09-09,Mobile
T00040,C0480,P074,293.5,5,2023-09-09,Mobile
T03653,C0158,P087,1001.14,3,2023-09-09,Offline
T04150,C0263,P013,1658.97,4,2023-09-09,Offline
T07989,C0409,P056,65.24,2,2023-09-09,Mobile
T00755,C0223,P035,1259.37,10,2023-09-09,Offline
T07723,C0483,P048,1434.99,3,2023-09-10,Online
T04774,C0395,P064,640.3,7,2023-09-10,Offline
T05704,C0218,P080,2852.64,10,2023-09-10,Online
T03425,C0028,P035,531.81,9,2023-09-10,Mobile
T06814,C0424,P005,1191.2,8,2023-09-10,Offline
T01860,C0119,P094,592.26,7,2023-09-10,Offline
T01154,C0445,P023,354.62,9,2023-09-10,Offline
T02165,C0271,P015,969.98,9,2023-09-10,Mobile
T03951,C0253,P004,1449.53,8,2023-09-10,Online
T02941,C0286,P082,141.8,3,2023-09-10,Offline
T05414,C0384,P078,411.07,4,2023-09-10,Online
T00326,C0057,P096,1255.19,3,2023-09-11,Offline
T04607,C0484,P082,727.49,5,2023-09-11,Mobile
T05137,C0167,P016,1498.05,4,2023-09-11,Online
T07676,C0292,P031,255.19,1,2023-09-11,Mobile
T03209,C0437,P023,156.72,5,2023-09-11,Offline
T06020,C0076,P079,157.07,2,2023-09-11,Mobile
T00882,C0498,P023,927.36,5,2023-09-11,Online
T07901,C0183,P016,667.6,1,2023-09-11,Offline
T02973,C0230,P053,951.86,4,2023-09-11,Offline
T06459,C0202,P031,1189.62,6,2023-09-12,Mobile
T00303,C0477,P054,1082.15,9,2023-09-12,Offline
T05630,C0034,P090,437.68,10,2023-09-12,Offline
T03047,C0403,P006,438.75,2,2023-09-12,Mobile
T01105,C0276,P085,1323.13,4,2023-09-12,Offline
T05023,C0041,P014,982.09,4,2023-09-12,Offline
T01528,C0094,P063,1145.28,5,2023-09-12,Offline
T00246,C0004,P095,1249.05,3,2023-09-13,Online
T01031,C0279,P018,1016.55,3,2023-09-13,Mobile
T02146,C0387,P081,1067.3,10,2023-09-13,Offline
T04315,C0309,P033,656.54,10,2023-09-13,Offline
T05859,C0212,P069,1943.94,3,2023-09-13,Offline
T03074,C0353,P042,798.74,7,2023-09-13,Offline
T04081,C0241,P073,311.87,7,2023-09-14,Mobile
T01367,C0282,P078,900.11,8,2023-09-14,Offline
T01580,C0484,P066,649.77,3,2023-09-14,Mobile
T00958,C0405,P059,1089.54,7,2023-09-14,Offline
T01574,C0445,P081,155.44,9,2023-09-14,Offline
T00097,C0481,P099,1962.32,5,2023-09-14,Online
T04242,C0340,P080,2304.04,6,2023-09-14,Online
T04868,C0014,P074,499.57,1,2023-09-14,Online
T02421,C0274,P036,499.19,2,2023-09-14,Mobile
T07383,C0141,P082,657.82,2,2023-09-14,Mobile
T02873,C0156,P015,455.12,7,2023-09-15,Offline
T06218,C0002,P077,2568.18,1,2023-09-15,Offline
T03250,C0470,P028,399.46,10,2023-09-15,Mobile
T01658,C0234,P024,1893.46,6,2023-09-15,Online
T07395,C0149,P028,960.07,7,2023-09-15,Offline
T01573,C0355,P035,2848.4,9,2023-09-15,Online
T01442,C0279,P014,904.74,3,2023-09-15,Offline
T01510,C0322,P028,373.28,5,2023-09-15,Mobile
T02810,C0003,P045,545.9,4,2023-09-16,Mobile
T07049,C0170,P027,509.46,10,2023-09-16,Offline
T02411,C0215,P020,1009.98,5,2023-09-16,Mobile
T02151,C0361,P057,374.38,1,2023-09-16,Offline
T05905,C0435,P019,448.66,10,2023-09-16,Online
T01722,C0134,P020,147.3,5,2023-09-17,Mobile
T02797,C0229,P003,423.88,2,2023-09-17,Offline
T03945,C0063,P082,244.16,1,2023-09-17,Mobile
T02434,C0255,P099,2713.1,5,2023-09-17,Online
T03665,C0365,P059,1199.82,2,2023-09-18,Mobile
T05051,C0049,P055,2354.0,7,2023-09-18,Online
T03589,C0062,P073,735.34,3,2023-09-18,Offline
T07258,C0300,P080,940.43,3,2023-09-18,Mobile
T04292,C0367,P084,254.05,8,2023-09-18,Mobile
T05427,C0026,P092,1166.62,9,2023-09-18,Offline
T07955,C0120,P054,1281.91,4,2023-09-18,Online
T04519,C0416,P016,1876.26,10,2023-09-18,Mobile
T01297,C0017,P018,576.7,5,2023-09-18,Offline
T02918,C0184,P057,1552.73,5,2023-09-18,Offline
T01998,C0392,P034,2170.16,6,2023-09-18,Mobile
T07940,C0081,P058,640.8,10,2023-09-19,Mobile
T04954,C0088,P044,589.65,4,2023-09-19,Online
T02783,C0479,P016,920.2,4,2023-09-19,Offline
T01411,C0281,P093,837.81,7,2023-09-19,Offline
T02664,C0169,P078,839.34,3,2023-09-19,Online
T02065,C0099,P018,823.34,5,2023-09-19,Online
T00385,C0130,P054,532.46,2,2023-09-20,Mobile
T00374,C0356,P014,267.13,5,2023-09-20,Online
T02616,C0411,P100,275.89,5,2023-09-20,Online
T02775,C0023,P097,182.37,3,2023-09-20,Mobile
T03171,C0248,P016,842.93,6,2023-09-20,Offline
T05732,C0063,P051,851.59,1,2023-09-20,Offline
T06687,C0291,P070,2162.61,1,2023-09-21,Offline
T02190,C0462,P070,1749.2,2,2023-09-21,Online
T01117,C0008,P058,1572.9,4,2023-09-21,Online
T06578,C0414,P084,2095.28,6,2023-09-21,Offline
T05613,C0472,P060,909.29,9,2023-09-21,Offline
T06074,C0361,P065,1809.78,8,2023-09-21,Mobile
T00621,C0311,P086,704.91,8,2023-09-21,Offline
T06421,C0313,P054,1076.69,3,2023-09-21,Offline
T01821,C0107,P011,656.13,10,2023-09-21,Offline
T01373,C0069,P016,1595.27,5,2023-09-21,Mobile
T06936,C0232,P097,2777.37,4,2023-09-22,Online
T05472,C0319,P039,218.78,2,2023-09-22,Offline
T04865,C0465,P019,324.18,4,2023-09-22,Mobile
T02610,C0297,P036,613.02,7,2023-09-22,Offline
T07254,C0194,P090,255.08,1,2023-09-22,Offline
T00150,C0051,P069,898.89,1,2023-09-22,Online
T07432,C0056,P095,472.22,5,2023-09-22,Offline
T07913,C0490,P087,251.97,6,2023-09-23,Mobile
T04867,C0014,P068,255.91,4,2023-09-23,Online
T04174,C0485,P045,2517.08,3,2023-09-23,Offline
T06058,C0393,P051,884.56,5,2023-09-23,Online
T02603,C0286,P014,874.79,4,2023-09-23,Offline
T05451,C0044,P001,1242.49,6,2023-09-23,Offline
T04476,C0367,P077,313.08,7,2023-09-24,Mobile
T02056,C0454,P032,1113.92,2,2023-09-24,Offline
T02407,C0359,P019,1517.87,4,2023-09-24,Offline
T06744,C0105,P061,115.96,9,2023-09-24,Offline
T04776,C0441,P080,1177.47,5,2023-09-24,Offline
T02688,C0285,P053,476.62,6,2023-09-24,Online
T02737,C0085,P094,695.36,6,2023-09-25,Online
T02900,C0417,P061,492.83,2,2023-09-25,Offline
T02615,C0103,P040,2024.42,7,2023-09-25,Mobile
T03291,C0173,P099,664.41,5,2023-09-26,Offline
T02220,C0252,P052,716.9,5,2023-09-26,Offline
T01929,C0171,P086,687.7,7,2023-09-26,Offline
T03162,C0338,P040,137.5,6,2023-09-26,Offline
T00570,C0402,P054,645.94,10,2023-09-26,Online
T02718,C0377,P082,437.63,10,2023-09-26,Online
T03277,C0458,P049,1941.03,8,2023-09-27,Online
T00551,C0463,P061,539.22,5,2023-09-27,Offline
T02338,C0365,P032,1883.89,10,2023-09-27,Online
T04251,C0430,P091,2761.82,1,2023-09-27,Online
T04554,C0401,P095,548.35,9,2023-09-27,Offline
T04533,C0330,P083,1835.19,9,2023-09-27,Mobile
T00892,C0026,P054,1151.5,1,2023-09-28,Mobile
T04939,C0224,P030,637.51,7,2023-09-28,Online
T03219,C0419,P067,512.28,3,2023-09-28,Mobile
T06658,C0360,P073,526.3,6,2023-09-28,Offline
T01918,C0469,P056,1386.88,6,2023-09-28,Online
T02134,C0498,P023,92.79,6,2023-09-28,Offline
T07034,C0460,P033,723.2,2,2023-09-29,Offline
T03370,C0180,P073,1265.66,3,2023-09-29,Online
T03306,C0081,P084,556.13,4,2023-09-29,Mobile
T02698,C0014,P022,234.11,9,2023-09-30,Online
T06528,C0401,P099,868.36,8,2023-09-30,Online
T04616,C0483,P057,3015.85,1,2023-09-30,Online
T03146,C0328,P047,544.99,7,2023-09-30,Offline
T05517,C0371,P077,256.24,8,2023-10-01,Mobile
T04899,C0265,P043,735.39,3,2023-10-01,Offline
T06826,C0285,P089,991.35,5,2023-10-01,Offline
T00238,C0246,P062,61.04,10,2023-10-01,Offline
T03756,C0500,P040,552.67,9,2023-10-01,Online
T05389,C0489,P022,1421.58,1,2023-10-01,Online
T02555,C0226,P048,601.39,2,2023-10-01,Online
T06896,C0082,P006,125.23,3,2023-10-01,Mobile
T02572,C0402,P011,500.61,6,2023-10-01,Offline
T03144,C0431,P030,482.83,5,2023-10-01,Offline
T04208,C0331,P005,2062.47,8,2023-10-02,Offline
T00624,C0202,P051,522.16,4,2023-10-02,Mobile
T01379,C0361,P063,730.96,6,2023-10-02,Offline
T03952,C0138,P009,860.47,5,2023-10-02,Online
T03706,C0353,P090,1657.12,3,2023-10-02,Mobile
T05824,C0157,P005,137.89,4,2023-10-02,Mobile
T06272,C0120,P015,284.32,6,2023-10-02,Offline
T07711,C0143,P057,791.17,1,2023-10-02,Offline
T03177,C0255,P028,1441.09,10,2023-10-02,Online
T05773,C0479,P020,877.46,7,2023-10-03,Online
T06172,C0213,P068,380.91,9,2023-10-03,Online
T04710,C0027,P096,1621.15,3,2023-10-03,Offline
T03550,C0212,P074,2462.09,7,2023-10-03,Offline
T07605,C0125,P090,972.72,3,2023-10-03,Offline
T00684,C0254,P078,723.64,6,2023-10-03,Online
T02331,C0057,P006,528.37,9,2023-10-03,Online
T00867,C0268,P004,1858.41,1,2023-10-03,Online
T01247,C0107,P084,1091.4,1,2023-10-03,Mobile
T05777,C0282,P056,784.63,8,2023-10-04,Online
T06842,C0005,P078,2312.73,9,2023-10-04,Offline
T01269,C0475,P002,1579.82,7,2023-10-04,Offline
T04039,C0151,P045,1299.15,2,2023-10-04,Mobile
T00791,C0382,P054,1009.25,10,2023-10-04,Mobile
T05820,C0136,P074,225.51,7,2023-10-04,Mobile
T05977,C0028,P078,1033.4,10,2023-10-05,Online
T03544,C0415,P051,1465.42,8,2023-10-05,Online
T07431,C0153,P012,1048.7,5,2023-10-05,Mobile
T07029,C0422,P004,1887.42,1,2023-10-05,Offline
T01177,C0369,P076,966.82,2,2023-10-05,Online
T00075,C0029,P002,567.93,4,2023-10-05,Online
T04751,C0445,P059,149.45,10,2023-10-06,Online
T03039,C0231,P073,531.9,1,2023-10-06,Online
T01466,C0022,P052,650.68,7,2023-10-06,Offline
T05614,C0410,P026,1943.77,5,2023-10-07,Offline
T04386,C0324,P063,1347.37,9,2023-10-07,Mobile
T02661,C0219,P059,953.1,7,2023-10-08,Mobile
T01824,C0227,P027,234.03,9,2023-10-08,Offline
T01924,C0081,P025,462.05,4,2023-10-08,Offline
T06537,C0024,P032,928.71,10,2023-10-08,Offline
T07999,C0228,P020,1442.53,10,2023-10-08,Online
T02538,C0077,P087,829.9,8,2023-10-08,Offline
T07764,C0471,P027,1629.98,8,2023-10-09,Mobile
T00759,C0064,P030,923.51,2,2023-10-09,Mobile
T04791,C0086,P096,1087.14,2,2023-10-09,Online
T07705,C0370,P005,2232.47,7,2023-10-09,Mobile
T03289,C0008,P080,694.59,7,2023-10-09,Online
T05580,C0024,P002,1127.54,2,2023-10-09,Mobile
T00545,C0129,P077,974.82,1,2023-10-09,Offline
T02197,C0265,P029,586.99,10,2023-10-10,Online
T07634,C0122,P064,1363.54,4,2023-10-10,Online
T04137,C0003,P098,128.14,4,2023-10-10,Online
T00713,C0378,P009,138.04,5,2023-10-10,Offline
T06705,C0288,P089,598.58,4,2023-10-10,Offline
T07314,C0071,P038,1221.48,3,2023-10-10,Offline
T07071,C0257,P043,247.2,2,2023-10-10,Mobile
T00903,C0307,P019,234.33,9,2023-10-11,Offline
T05201,C0006,P004,636.33,10,2023-10-11,Online
T03204,C0488,P025,1367.51,3,2023-10-11,Online
T03293,C0079,P023,483.26,3,2023-10-11,Mobile
T03203,C0187,P053,465.75,1,2023-10-11,Offline
T05822,C0114,P027,1101.22,8,2023-10-12,Mobile
T07858,C0170,P036,36.72,1,2023-10-12,Mobile
T07706,C0210,P061,2746.06,2,2023-10-12,Online
T05710,C0170,P087,316.96,5,2023-10-13,Offline
T02446,C0288,P018,91.81,5,2023-10-13,Mobile
T07045,C0046,P090,2173.88,1,2023-10-13,Offline
T04872,C0040,P062,651.2,4,2023-10-13,Offline
T07251,C0415,P044,384.7,2,2023-10-13,Offline
T04609,C0403,P011,253.31,10,2023-10-13,Offline
T00553,C0434,P100,1079.53,8,2023-10-13,Offline
T07919,C0097,P100,2178.2,7,2023-10-14,Offline
T02984,C0276,P071,625.23,2,2023-10-14,Online
T04190,C0146,P076,1052.31,7,2023-10-14,Online
T06407,C0029,P087,532.4,4,2023-10-14,Offline
T01108,C0421,P036,354.58,9,2023-10-14,Offline
T05428,C0362,P039,2504.99,9,2023-10-15,Offline
T03264,C0187,P027,1831.23,5,2023-10-15,Offline
T01933,C0444,P039,846.49,8,2023-10-15,Online
T06358,C0375,P011,1005.61,3,2023-10-15,Offline
T03054,C0245,P043,2160.84,9,2023-10-15,Online
T05779,C0364,P049,1658.79,7,2023-10-15,Online
T00408,C0157,P068,889.64,3,2023-10-15,Online
T04136,C0356,P063,74.7,1,2023-10-16,Online
T00854,C0295,P061,1460.63,4,2023-10-16,Online
T03690,C0331,P034,672.63,8,2023-10-16,Mobile
T06109,C0037,P074,480.1,9,2023-10-16,Offline
T04052,C0177,P072,1670.22,9,2023-10-16,Offline
